Gene ID,HMMER,Hotpep,DIAMOND,#ofTools,genome_name
NODE_1_length_510499_cov_13.470241_130,GT14(3-255),-,GT0,2,CM2_89_S218
NODE_1_length_510499_cov_13.470241_300,GH1(7-473),GH1(11),GH1,3,CM2_89_S218
NODE_1_length_510499_cov_13.470241_301,GH1(5-480),GH1(11),GH1,3,CM2_89_S218
NODE_1_length_510499_cov_13.470241_460,GH13_14(259-573),GH13(10)+CBM25(3)+CBM41(5)+CBM48(16)+CBM68(1),CBM48+GH13_14,3,CM2_89_S218
NODE_1_length_510499_cov_13.470241_462,GT35(96-799),GT35(1),GT35,3,CM2_89_S218
NODE_1_length_510499_cov_13.470241_464,GT2_Glycos_transf_2(4-145),GT2(18),GT2,3,CM2_89_S218
NODE_1_length_510499_cov_13.470241_470,GT2_Glycos_transf_2(36-202),GT2(83)+GT4(135)+GT8(43),GT2,3,CM2_89_S218
NODE_1_length_510499_cov_13.470241_471,GT2_Glycos_transf_2(8-168),GT2(115)+GT4(135),GT2,3,CM2_89_S218
NODE_1_length_510499_cov_13.470241_478,CBM48(21-104)+GH13_9(172-459),GH13(20)+CBM48(6),CBM48+GH13_9,3,CM2_89_S218
NODE_1_length_510499_cov_13.470241_506,GH25(113-303),GH25(33),GH25,3,CM2_89_S218
NODE_1_length_510499_cov_13.470241_80,GH1(6-257),GH1(48),-,2,CM2_89_S218
NODE_1_length_510499_cov_13.470241_90,GH1(10-478),GH1(11),GH1,3,CM2_89_S218
NODE_20_length_61696_cov_11.084117_18,GT4(187-337),-,GT4,2,CM2_89_S218
NODE_20_length_61696_cov_11.084117_19,GT4(187-298),-,GT4,2,CM2_89_S218
NODE_20_length_61696_cov_11.084117_21,GT2_Glycos_transf_2(21-168),-,GT2,2,CM2_89_S218
NODE_20_length_61696_cov_11.084117_7,CE4(222-356),-,-,1,CM2_89_S218
NODE_21_length_44769_cov_19.064580_11,GT4(207-346),GT4(191),GT4,3,CM2_89_S218
NODE_21_length_44769_cov_19.064580_12,GT2_Glycos_transf_2(11-169),-,GT2,2,CM2_89_S218
NODE_21_length_44769_cov_19.064580_14,GT4(206-350),-,GT4,2,CM2_89_S218
NODE_21_length_44769_cov_19.064580_15,GT2_Glycos_transf_2(7-111),-,GT2,2,CM2_89_S218
NODE_21_length_44769_cov_19.064580_16,GT2_Glycos_transf_2(6-160),-,GT2,2,CM2_89_S218
NODE_21_length_44769_cov_19.064580_28,GT2_Glycos_transf_2(5-127),-,GT2,2,CM2_89_S218
NODE_21_length_44769_cov_19.064580_33,GH25(105-175),GH25(49),GH25,3,CM2_89_S218
NODE_24_length_23712_cov_10.832436_10,CE1(83-248),-,-,1,CM2_89_S218
NODE_24_length_23712_cov_10.832436_13,CE4(243-358),CE4(93),CE4,3,CM2_89_S218
NODE_27_length_12153_cov_18.308581_6,GH1(7-480),GH1(2),GH1,3,CM2_89_S218
NODE_2_length_474790_cov_11.769009_110,CE9(4-375),CE9(43),CE9,3,CM2_89_S218
NODE_2_length_474790_cov_11.769009_31,GH77(9-469),GH77(5),GH77,3,CM2_89_S218
NODE_2_length_474790_cov_11.769009_313,GH112(6-717),GH112(1),GH112,3,CM2_89_S218
NODE_2_length_474790_cov_11.769009_32,GT35(81-751),GT35(1),GT35,3,CM2_89_S218
NODE_2_length_474790_cov_11.769009_421,GH109(1-149),-,-,1,CM2_89_S218
NODE_3_length_369649_cov_10.917272_214,CE6(54-145),CE6(2),CE0,3,CM2_89_S218
NODE_3_length_369649_cov_10.917272_273,GH4(7-187),GH4(1),GH4,3,CM2_89_S218
NODE_3_length_369649_cov_10.917272_287,GH73(288-404),-,GH73,2,CM2_89_S218
NODE_3_length_369649_cov_10.917272_353,CE4(91-224),-,-,1,CM2_89_S218
NODE_4_length_345244_cov_8.537406_121,GT51(353-547),-,GT51,2,CM2_89_S218
NODE_4_length_345244_cov_8.537406_123,GT51(73-270),-,GT51,2,CM2_89_S218
NODE_4_length_345244_cov_8.537406_25,GH1(5-486),GH1(1),GH1,3,CM2_89_S218
NODE_5_length_297960_cov_16.064963_103,CE9(6-365),-,CE9,2,CM2_89_S218
NODE_5_length_297960_cov_16.064963_107,GT51(50-221),GT51(13),GT51,3,CM2_89_S218
NODE_5_length_297960_cov_16.064963_128,GH43_24(22-267),GH43(91),GH43_24,3,CM2_89_S218
NODE_5_length_297960_cov_16.064963_152,GH4(6-183),GH4(2),GH4,3,CM2_89_S218
NODE_5_length_297960_cov_16.064963_202,GH170(3-354),-,GH170,2,CM2_89_S218
NODE_5_length_297960_cov_16.064963_224,GH1(1-476),GH1(57),GH1,3,CM2_89_S218
NODE_5_length_297960_cov_16.064963_226,GH1(6-478),GH1(11),GH1,3,CM2_89_S218
NODE_5_length_297960_cov_16.064963_234,GH109(1-135),-,-,1,CM2_89_S218
NODE_5_length_297960_cov_16.064963_285,GT2_Glycos_transf_2(5-150),GT2(193),GT2,3,CM2_89_S218
NODE_6_length_283576_cov_17.820973_13,GH1(1-372),-,GH1,2,CM2_89_S218
NODE_6_length_283576_cov_17.820973_188,GH38(5-277),-,GH38,2,CM2_89_S218
NODE_6_length_283576_cov_17.820973_251,GH1(7-477),GH1(11),GH1,3,CM2_89_S218
NODE_6_length_283576_cov_17.820973_271,GH13_29(25-368),GH13(3),GH13_29,3,CM2_89_S218
NODE_6_length_283576_cov_17.820973_277,CE4(44-150),CE4(84),CE4,3,CM2_89_S218
NODE_6_length_283576_cov_17.820973_48,GH1(2-486),GH1(1),GH1,3,CM2_89_S218
NODE_6_length_283576_cov_17.820973_49,GH1(2-451),-,GH1,2,CM2_89_S218
NODE_6_length_283576_cov_17.820973_97,GH1(4-470),GH1(1),GH1,3,CM2_89_S218
NODE_7_length_259700_cov_10.959691_115,CE4(241-356),CE4(67),CE4,3,CM2_89_S218
NODE_7_length_259700_cov_10.959691_116,CE4(240-369),CE4(67),CE4,3,CM2_89_S218
NODE_7_length_259700_cov_10.959691_128,CE9(7-369),CE9(63),CE9,3,CM2_89_S218
NODE_7_length_259700_cov_10.959691_131,GH4(4-181),GH4(14),GH4,3,CM2_89_S218
NODE_7_length_259700_cov_10.959691_17,GH1(3-458),GH1(20),GH1,3,CM2_89_S218
NODE_7_length_259700_cov_10.959691_227,GH13_20(34-324),GH13(61),GH13,3,CM2_89_S218
NODE_7_length_259700_cov_10.959691_26,GH32(9-308),GH32(38)+CBM38(7),GH32,3,CM2_89_S218
NODE_7_length_259700_cov_10.959691_77,GH112(6-720),GH112(1),GH112,3,CM2_89_S218
NODE_8_length_243739_cov_16.355077_222,GH73(287-401),GH73(56),GH73,3,CM2_89_S218
NODE_8_length_243739_cov_16.355077_78,GH1(3-456),GH1(6),GH1,3,CM2_89_S218
NODE_8_length_243739_cov_16.355077_80,GH38(3-254),GH38(10),GH38,3,CM2_89_S218
NODE_9_length_175838_cov_9.277012_123,GH109(2-166),-,-,1,CM2_89_S218
NODE_9_length_175838_cov_9.277012_144,CE1(14-249),-,-,1,CM2_89_S218
NODE_9_length_175838_cov_9.277012_163,GT51(45-213),GT51(58),GT51,3,CM2_89_S218
NODE_9_length_175838_cov_9.277012_21,GT28(189-344),GT28(25),GT28,3,CM2_89_S218
NODE_9_length_175838_cov_9.277012_67,GH1(2-483),GH1(1),GH1,3,CM2_89_S218
NODE_1_length_510499_cov_13.470241_175,-,GH0(66),-,1,CM2_89_S218
NODE_2_length_474790_cov_11.769009_185,-,GH23(34),GH23,2,CM2_89_S218
NODE_5_length_297960_cov_16.064963_106,-,GH23(192),-,1,CM2_89_S218
NODE_7_length_259700_cov_10.959691_25,-,GH32(46),-,1,CM2_89_S218
NODE_3_length_369649_cov_10.917272_59,-,GH38(8),-,1,CM2_89_S218
NODE_16_length_79867_cov_11.064735_28,-,CBM5(48),-,1,CM2_89_S218
NODE_25_length_14747_cov_12.458482_14,-,CBM5(68),-,1,CM2_89_S218
NODE_9_length_175838_cov_9.277012_2,-,CBM5(68),-,1,CM2_89_S218
NODE_1_length_510499_cov_13.470241_323,-,-,CBM50,1,CM2_89_S218
NODE_1_length_510499_cov_13.470241_410,-,-,GH13_31,1,CM2_89_S218
NODE_1_length_510499_cov_13.470241_475,-,-,GH25,1,CM2_89_S218
NODE_1_length_510499_cov_13.470241_479,-,-,GT2,1,CM2_89_S218
NODE_2_length_474790_cov_11.769009_26,-,-,CBM50+GH25,1,CM2_89_S218
NODE_2_length_474790_cov_11.769009_75,-,-,CBM50,1,CM2_89_S218
NODE_2_length_474790_cov_11.769009_83,-,-,GT2,1,CM2_89_S218
NODE_3_length_369649_cov_10.917272_79,-,-,GH5_11,1,CM2_89_S218
NODE_3_length_369649_cov_10.917272_132,-,-,GH73,1,CM2_89_S218
NODE_3_length_369649_cov_10.917272_251,-,-,GT1,1,CM2_89_S218
NODE_3_length_369649_cov_10.917272_282,-,-,CBM50,1,CM2_89_S218
NODE_4_length_345244_cov_8.537406_134,-,-,GT2,1,CM2_89_S218
NODE_4_length_345244_cov_8.537406_191,-,-,GH28,1,CM2_89_S218
NODE_4_length_345244_cov_8.537406_196,-,-,GH13,1,CM2_89_S218
NODE_4_length_345244_cov_8.537406_248,-,-,GT4,1,CM2_89_S218
NODE_4_length_345244_cov_8.537406_253,-,-,GT83,1,CM2_89_S218
NODE_4_length_345244_cov_8.537406_282,-,-,GT47,1,CM2_89_S218
NODE_4_length_345244_cov_8.537406_300,-,-,GH1,1,CM2_89_S218
NODE_5_length_297960_cov_16.064963_50,-,-,GH13_11,1,CM2_89_S218
NODE_5_length_297960_cov_16.064963_73,-,-,GT58,1,CM2_89_S218
NODE_5_length_297960_cov_16.064963_146,-,-,GH84,1,CM2_89_S218
NODE_5_length_297960_cov_16.064963_151,-,-,GH4,1,CM2_89_S218
NODE_5_length_297960_cov_16.064963_189,-,-,GH13,1,CM2_89_S218
NODE_6_length_283576_cov_17.820973_211,-,-,GH13_31,1,CM2_89_S218
NODE_6_length_283576_cov_17.820973_213,-,-,GH13_23,1,CM2_89_S218
NODE_6_length_283576_cov_17.820973_264,-,-,GT2,1,CM2_89_S218
NODE_7_length_259700_cov_10.959691_102,-,-,GH73,1,CM2_89_S218
NODE_7_length_259700_cov_10.959691_104,-,-,CBM50,1,CM2_89_S218
NODE_7_length_259700_cov_10.959691_146,-,-,GT30,1,CM2_89_S218
NODE_8_length_243739_cov_16.355077_1,-,-,GH3,1,CM2_89_S218
NODE_8_length_243739_cov_16.355077_20,-,-,GH23,1,CM2_89_S218
NODE_9_length_175838_cov_9.277012_38,-,-,CBM32,1,CM2_89_S218
NODE_12_length_110596_cov_8.274765_24,-,-,GH13_30,1,CM2_89_S218
NODE_12_length_110596_cov_8.274765_60,-,-,GT2,1,CM2_89_S218
NODE_13_length_102218_cov_11.772654_19,-,-,CE0,1,CM2_89_S218
NODE_13_length_102218_cov_11.772654_26,-,-,GH152,1,CM2_89_S218
NODE_13_length_102218_cov_11.772654_55,-,-,GH130,1,CM2_89_S218
NODE_14_length_96346_cov_9.151758_19,-,-,GH28,1,CM2_89_S218
NODE_14_length_96346_cov_9.151758_22,-,-,GH13,1,CM2_89_S218
NODE_15_length_95524_cov_13.777603_6,-,-,GH1,1,CM2_89_S218
NODE_15_length_95524_cov_13.777603_60,-,-,CBM50,1,CM2_89_S218
NODE_16_length_79867_cov_11.064735_15,-,-,GH1,1,CM2_89_S218
NODE_17_length_77303_cov_14.380157_35,-,-,CBM48+GH13_9,1,CM2_89_S218
NODE_20_length_61696_cov_11.084117_23,-,-,GT9,1,CM2_89_S218
NODE_20_length_61696_cov_11.084117_58,-,-,GT4,1,CM2_89_S218
NODE_21_length_44769_cov_19.064580_20,-,-,GT2,1,CM2_89_S218
NODE_21_length_44769_cov_19.064580_21,-,-,GT2,1,CM2_89_S218
NODE_30_length_7408_cov_13.409834_5,-,-,GH38,1,CM2_89_S218
NODE_10_length_109337_cov_16.881906_11,GT51(50-221),GT51(13),GT51,3,CM6_03_S228
NODE_10_length_109337_cov_16.881906_32,GH43_24(22-267),GH43(91),GH43_24,3,CM6_03_S228
NODE_10_length_109337_cov_16.881906_43,GT2_Glycos_transf_2(36-202),GT2(83)+GT4(135)+GT8(43),GT2,3,CM6_03_S228
NODE_10_length_109337_cov_16.881906_44,GT2_Glycos_transf_2(8-168),GT2(115)+GT4(135),GT2,3,CM6_03_S228
NODE_10_length_109337_cov_16.881906_51,CBM48(21-104)+GH13_9(172-459),GH13(20)+CBM48(6),CBM48+GH13_9,3,CM6_03_S228
NODE_10_length_109337_cov_16.881906_6,CE9(6-365),-,CE9,2,CM6_03_S228
NODE_10_length_109337_cov_16.881906_79,GH25(113-303),GH25(33),GH25,3,CM6_03_S228
NODE_12_length_105688_cov_13.697587_53,GH109(2-166),-,-,1,CM6_03_S228
NODE_12_length_105688_cov_13.697587_74,CE1(14-249),-,-,1,CM6_03_S228
NODE_12_length_105688_cov_13.697587_92,GT51(45-213),GT51(58),GT51,3,CM6_03_S228
NODE_13_length_105163_cov_15.203740_39,GT14(3-255),-,GT0,2,CM6_03_S228
NODE_13_length_105163_cov_15.203740_80,GH1(10-478),GH1(11),GH1,3,CM6_03_S228
NODE_13_length_105163_cov_15.203740_90,GH1(6-237),GH1(48),-,2,CM6_03_S228
NODE_14_length_94766_cov_15.199347_51,GH32(1-300)+CBM66(563-725),GH32(24)+CBM38(1)+CBM66(1),CBM66+GH32,3,CM6_03_S228
NODE_14_length_94766_cov_15.199347_52,CBM66(238-392),-,CBM66+GH32,2,CM6_03_S228
NODE_14_length_94766_cov_15.199347_55,GH170(3-359),-,GH170,2,CM6_03_S228
NODE_17_length_88216_cov_16.370580_41,GH1(3-466),GH1(19),GH1,3,CM6_03_S228
NODE_19_length_83340_cov_14.224448_16,CE9(4-375),CE9(43),CE9,3,CM6_03_S228
NODE_1_length_380899_cov_15.414251_301,GH1(3-459),GH1(19),GH1,3,CM6_03_S228
NODE_1_length_380899_cov_15.414251_31,GH1(5-480),GH1(11),GH1,3,CM6_03_S228
NODE_1_length_380899_cov_15.414251_32,GH1(7-473),GH1(11),GH1,3,CM6_03_S228
NODE_1_length_380899_cov_15.414251_320,GH1(11-480),GH1(27),GH1,3,CM6_03_S228
NODE_21_length_77435_cov_16.631228_40,GT5(3-475),GT5(26),GT5,3,CM6_03_S228
NODE_23_length_75275_cov_14.044832_14,CE4(235-362),-,CE4,2,CM6_03_S228
NODE_23_length_75275_cov_14.044832_21,GT4(164-312),GT4(42),GT4,3,CM6_03_S228
NODE_23_length_75275_cov_14.044832_23,GT4(207-354),GT4(55),GT4,3,CM6_03_S228
NODE_23_length_75275_cov_14.044832_42,GH25(6-181),GH25(88),GH25,3,CM6_03_S228
NODE_23_length_75275_cov_14.044832_70,CE4(241-375),-,-,1,CM6_03_S228
NODE_25_length_70015_cov_16.167554_28,GH1(1-372),-,GH1,2,CM6_03_S228
NODE_25_length_70015_cov_16.167554_65,GH73(287-401),GH73(56),GH73,3,CM6_03_S228
NODE_27_length_62014_cov_18.343158_21,GT28(189-344),GT28(25),GT28,3,CM6_03_S228
NODE_28_length_61269_cov_14.625200_13,GH112(6-717),GH112(1),GH112,3,CM6_03_S228
NODE_29_length_56428_cov_14.618515_8,GH13_20(34-324),GH13(61),GH13,3,CM6_03_S228
NODE_2_length_342002_cov_13.201544_112,GH1(5-486),GH1(1),GH1,3,CM6_03_S228
NODE_2_length_342002_cov_13.201544_210,GT51(309-503),-,GT51,2,CM6_03_S228
NODE_2_length_342002_cov_13.201544_212,GT51(73-270),-,GT51,2,CM6_03_S228
NODE_2_length_342002_cov_13.201544_37,GH1(2-470),GH1(1),GH1,3,CM6_03_S228
NODE_30_length_54830_cov_14.671243_2,GH1(5-456),GH1(20),GH1,3,CM6_03_S228
NODE_32_length_49716_cov_16.898970_21,GH1(7-480),GH1(2),GH1,3,CM6_03_S228
NODE_33_length_37931_cov_16.949820_35,GH13_14(259-573),GH13(10)+CBM25(3)+CBM41(5)+CBM48(16)+CBM68(1),CBM48+GH13_14,3,CM6_03_S228
NODE_36_length_34851_cov_16.235399_27,GH1(2-474),-,GH1,2,CM6_03_S228
NODE_36_length_34851_cov_16.235399_28,GH1(2-486),GH1(1),GH1,3,CM6_03_S228
NODE_37_length_32999_cov_15.766823_18,GH1(4-470),GH1(1),GH1,3,CM6_03_S228
NODE_3_length_280023_cov_15.878809_102,GH1(7-467),GH1(66),GH1,3,CM6_03_S228
NODE_3_length_280023_cov_15.878809_198,GH18(50-290),-,GH18,2,CM6_03_S228
NODE_3_length_280023_cov_15.878809_200,GH73(215-363),-,GH73,2,CM6_03_S228
NODE_3_length_280023_cov_15.878809_43,GH1(2-466),GH1(1),GH1,3,CM6_03_S228
NODE_41_length_28984_cov_14.812455_15,GH109(1-149),-,-,1,CM6_03_S228
NODE_44_length_25370_cov_13.667472_1,GT4(207-348),GT4(191),GT4,3,CM6_03_S228
NODE_44_length_25370_cov_13.667472_2,GT2_Glycos_transf_2(11-169),-,GT2,2,CM6_03_S228
NODE_44_length_25370_cov_13.667472_20,GT2_Glycos_transf_2(5-137),-,GT2,2,CM6_03_S228
NODE_44_length_25370_cov_13.667472_4,GT4(206-350),-,GT4,2,CM6_03_S228
NODE_44_length_25370_cov_13.667472_5,GT2_Glycos_transf_2(7-111),-,GT2,2,CM6_03_S228
NODE_44_length_25370_cov_13.667472_6,GT2_Glycos_transf_2(6-160),-,GT2,2,CM6_03_S228
NODE_45_length_22981_cov_13.814693_10,CE4(243-358),CE4(93),CE4,3,CM6_03_S228
NODE_45_length_22981_cov_13.814693_13,CE1(83-248),-,-,1,CM6_03_S228
NODE_4_length_181501_cov_15.110363_137,GH32(9-308),GH32(38)+CBM38(7),GH32,3,CM6_03_S228
NODE_4_length_181501_cov_15.110363_146,GH1(3-458),GH1(20),GH1,3,CM6_03_S228
NODE_4_length_181501_cov_15.110363_31,GH4(4-181),GH4(14),GH4,3,CM6_03_S228
NODE_4_length_181501_cov_15.110363_34,CE9(7-369),CE9(63),CE9,3,CM6_03_S228
NODE_4_length_181501_cov_15.110363_45,CE4(240-369),CE4(67),CE4,3,CM6_03_S228
NODE_4_length_181501_cov_15.110363_46,CE4(241-356),CE4(67),CE4,3,CM6_03_S228
NODE_4_length_181501_cov_15.110363_84,GH112(6-720),GH112(1),GH112,3,CM6_03_S228
NODE_53_length_12814_cov_17.073146_6,GH1(3-456),GH1(6),GH1,3,CM6_03_S228
NODE_53_length_12814_cov_17.073146_9,GH38(3-254),GH38(10),GH38,3,CM6_03_S228
NODE_5_length_162225_cov_15.683605_135,CE4(91-224),-,-,1,CM6_03_S228
NODE_5_length_162225_cov_15.683605_17,GT35(81-751),GT35(1),GT35,3,CM6_03_S228
NODE_5_length_162225_cov_15.683605_18,GH77(9-469),GH77(5),GH77,3,CM6_03_S228
NODE_6_length_152687_cov_16.753920_114,GH1(7-477),GH1(11),GH1,3,CM6_03_S228
NODE_6_length_152687_cov_16.753920_135,GH13_29(25-368),GH13(3),GH13_29,3,CM6_03_S228
NODE_6_length_152687_cov_16.753920_141,CE4(44-150),CE4(84),CE4,3,CM6_03_S228
NODE_6_length_152687_cov_16.753920_55,GH38(5-277),-,GH38,2,CM6_03_S228
NODE_71_length_5664_cov_15.960087_2,GT2_Glycos_transf_2(4-145),GT2(18),GT2,3,CM6_03_S228
NODE_71_length_5664_cov_15.960087_4,GT35(96-799),GT35(1),GT35,3,CM6_03_S228
NODE_7_length_151750_cov_16.818807_121,GH4(6-183),GH4(2),GH4,3,CM6_03_S228
NODE_7_length_151750_cov_16.818807_15,GT2_Glycos_transf_2(5-150),GT2(193),GT2,3,CM6_03_S228
NODE_7_length_151750_cov_16.818807_67,GH109(1-135),-,-,1,CM6_03_S228
NODE_7_length_151750_cov_16.818807_75,GH1(6-478),GH1(7),GH1,3,CM6_03_S228
NODE_7_length_151750_cov_16.818807_77,GH1(1-476),GH1(57),GH1,3,CM6_03_S228
NODE_8_length_150983_cov_13.795056_105,GH73(288-404),-,GH73,2,CM6_03_S228
NODE_8_length_150983_cov_13.795056_35,CE6(54-145),CE6(2),CE0,3,CM6_03_S228
NODE_8_length_150983_cov_13.795056_91,GH4(7-187),GH4(1),GH4,3,CM6_03_S228
NODE_3_length_280023_cov_15.878809_255,-,GH0(66),-,1,CM6_03_S228
NODE_29_length_56428_cov_14.618515_50,-,GH23(34),GH23,2,CM6_03_S228
NODE_27_length_62014_cov_18.343158_56,-,GH23(34),GH23,2,CM6_03_S228
NODE_20_length_80736_cov_14.087261_40,-,GH23(34),GH23,2,CM6_03_S228
NODE_10_length_109337_cov_16.881906_9,-,GH23(192),-,1,CM6_03_S228
NODE_4_length_181501_cov_15.110363_138,-,GH32(46),-,1,CM6_03_S228
NODE_22_length_77264_cov_13.449201_47,-,GH38(8),-,1,CM6_03_S228
NODE_14_length_94766_cov_15.199347_46,-,CBM5(48),-,1,CM6_03_S228
NODE_14_length_94766_cov_15.199347_79,-,CBM5(68),-,1,CM6_03_S228
NODE_27_length_62014_cov_18.343158_2,-,CBM5(68),-,1,CM6_03_S228
NODE_1_length_380899_cov_15.414251_283,-,CBM50(86),-,1,CM6_03_S228
NODE_1_length_380899_cov_15.414251_9,-,-,CBM50,1,CM6_03_S228
NODE_1_length_380899_cov_15.414251_139,-,-,GH23,1,CM6_03_S228
NODE_1_length_380899_cov_15.414251_232,-,-,GH23,1,CM6_03_S228
NODE_2_length_342002_cov_13.201544_223,-,-,GT2,1,CM6_03_S228
NODE_2_length_342002_cov_13.201544_280,-,-,GH28,1,CM6_03_S228
NODE_2_length_342002_cov_13.201544_285,-,-,GH13,1,CM6_03_S228
NODE_2_length_342002_cov_13.201544_337,-,-,GT4,1,CM6_03_S228
NODE_3_length_280023_cov_15.878809_131,-,-,GH23,1,CM6_03_S228
NODE_3_length_280023_cov_15.878809_150,-,-,GH23,1,CM6_03_S228
NODE_4_length_181501_cov_15.110363_16,-,-,GT30,1,CM6_03_S228
NODE_4_length_181501_cov_15.110363_57,-,-,CBM50,1,CM6_03_S228
NODE_4_length_181501_cov_15.110363_59,-,-,GH73,1,CM6_03_S228
NODE_5_length_162225_cov_15.683605_49,-,-,GH23,1,CM6_03_S228
NODE_5_length_162225_cov_15.683605_72,-,-,CBM50+GH25,1,CM6_03_S228
NODE_6_length_152687_cov_16.753920_75,-,-,GH13_31,1,CM6_03_S228
NODE_6_length_152687_cov_16.753920_77,-,-,GH13_23,1,CM6_03_S228
NODE_6_length_152687_cov_16.753920_128,-,-,GT2,1,CM6_03_S228
NODE_6_length_152687_cov_16.753920_137,-,-,GH13_29,1,CM6_03_S228
NODE_7_length_151750_cov_16.818807_98,-,-,GH13,1,CM6_03_S228
NODE_7_length_151750_cov_16.818807_114,-,-,GH84,1,CM6_03_S228
NODE_7_length_151750_cov_16.818807_120,-,-,GH4,1,CM6_03_S228
NODE_8_length_150983_cov_13.795056_70,-,-,GT1,1,CM6_03_S228
NODE_8_length_150983_cov_13.795056_100,-,-,CBM50,1,CM6_03_S228
NODE_9_length_110606_cov_13.831543_53,-,-,GT2,1,CM6_03_S228
NODE_9_length_110606_cov_13.831543_88,-,-,GH13_30,1,CM6_03_S228
NODE_10_length_109337_cov_16.881906_48,-,-,GH25,1,CM6_03_S228
NODE_10_length_109337_cov_16.881906_52,-,-,GT2,1,CM6_03_S228
NODE_11_length_107739_cov_17.162761_23,-,-,GH3,1,CM6_03_S228
NODE_11_length_107739_cov_17.162761_41,-,-,GH23,1,CM6_03_S228
NODE_14_length_94766_cov_15.199347_60,-,-,GH1,1,CM6_03_S228
NODE_17_length_88216_cov_16.370580_23,-,-,CBM50,1,CM6_03_S228
NODE_17_length_88216_cov_16.370580_77,-,-,GH1,1,CM6_03_S228
NODE_18_length_86512_cov_13.533449_41,-,-,GH1,1,CM6_03_S228
NODE_18_length_86512_cov_13.533449_59,-,-,GT47,1,CM6_03_S228
NODE_18_length_86512_cov_13.533449_88,-,-,GT83,1,CM6_03_S228
NODE_19_length_83340_cov_14.224448_44,-,-,GT2,1,CM6_03_S228
NODE_19_length_83340_cov_14.224448_51,-,-,CBM50,1,CM6_03_S228
NODE_20_length_80736_cov_14.087261_5,-,-,CE0,1,CM6_03_S228
NODE_20_length_80736_cov_14.087261_12,-,-,GH152,1,CM6_03_S228
NODE_20_length_80736_cov_14.087261_72,-,-,GH130,1,CM6_03_S228
NODE_21_length_77435_cov_16.631228_38,-,-,CBM48+GH13_9,1,CM6_03_S228
NODE_22_length_77264_cov_13.449201_67,-,-,GH5_11,1,CM6_03_S228
NODE_26_length_64220_cov_16.738848_28,-,-,GH13_11,1,CM6_03_S228
NODE_26_length_64220_cov_16.738848_51,-,-,GT58,1,CM6_03_S228
NODE_27_length_62014_cov_18.343158_38,-,-,CBM0,1,CM6_03_S228
NODE_35_length_35973_cov_13.269877_6,-,-,GH13,1,CM6_03_S228
NODE_35_length_35973_cov_13.269877_9,-,-,GH28,1,CM6_03_S228
NODE_40_length_29867_cov_15.950975_17,-,-,GH13_31,1,CM6_03_S228
NODE_43_length_28026_cov_13.781784_28,-,-,GT4,1,CM6_03_S228
NODE_44_length_25370_cov_13.667472_10,-,-,GT2,1,CM6_03_S228
NODE_44_length_25370_cov_13.667472_11,-,-,GT2,1,CM6_03_S228
NODE_49_length_17268_cov_13.790619_1,-,-,CBM32,1,CM6_03_S228
NODE_62_length_7404_cov_16.018826_5,-,-,GH38,1,CM6_03_S228
NODE_10_length_111181_cov_12.063086_107,GH1(5-456),GH1(20),GH1,3,CM6_07_S232
NODE_10_length_111181_cov_12.063086_8,GH13_20(34-324),GH13(61),GH13,3,CM6_07_S232
NODE_11_length_109860_cov_13.959757_16,GT2_Glycos_transf_2(5-150),GT2(193),GT2,3,CM6_07_S232
NODE_11_length_109860_cov_13.959757_68,GH109(1-135),-,-,1,CM6_07_S232
NODE_11_length_109860_cov_13.959757_76,GH1(6-478),GH1(7),GH1,3,CM6_07_S232
NODE_11_length_109860_cov_13.959757_78,GH1(1-476),GH1(57),GH1,3,CM6_07_S232
NODE_13_length_105688_cov_11.229839_53,GH109(2-166),-,-,1,CM6_07_S232
NODE_13_length_105688_cov_11.229839_74,CE1(14-249),-,-,1,CM6_07_S232
NODE_13_length_105688_cov_11.229839_92,GT51(45-213),GT51(58),GT51,3,CM6_07_S232
NODE_14_length_105163_cov_12.332448_39,GT14(3-255),-,GT0,2,CM6_07_S232
NODE_14_length_105163_cov_12.332448_80,GH1(10-478),GH1(11),GH1,3,CM6_07_S232
NODE_14_length_105163_cov_12.332448_90,GH1(6-237),GH1(48),-,2,CM6_07_S232
NODE_15_length_94769_cov_12.329674_51,GH32(1-300)+CBM66(563-725),GH32(24)+CBM38(1)+CBM66(1),CBM66+GH32,3,CM6_07_S232
NODE_15_length_94769_cov_12.329674_52,CBM66(238-392),-,CBM66+GH32,2,CM6_07_S232
NODE_15_length_94769_cov_12.329674_55,GH170(3-359),-,GH170,2,CM6_07_S232
NODE_17_length_88215_cov_13.671953_42,GH1(3-466),GH1(19),GH1,3,CM6_07_S232
NODE_19_length_83340_cov_11.798842_55,CE9(4-375),CE9(43),CE9,3,CM6_07_S232
NODE_1_length_380899_cov_12.843880_328,GH1(7-473),GH1(11),GH1,3,CM6_07_S232
NODE_1_length_380899_cov_12.843880_329,GH1(5-480),GH1(11),GH1,3,CM6_07_S232
NODE_1_length_380899_cov_12.843880_39,GH1(11-480),GH1(27),GH1,3,CM6_07_S232
NODE_1_length_380899_cov_12.843880_58,GH1(3-459),GH1(19),GH1,3,CM6_07_S232
NODE_20_length_77435_cov_13.571868_46,GT5(3-475),GT5(26),GT5,3,CM6_07_S232
NODE_22_length_75275_cov_11.569277_14,CE4(235-362),-,CE4,2,CM6_07_S232
